OBJECTID	STATEFP	COUNTYFP	TRACTCE	GEOID	NAMELSAD	MTFCC	FUNCSTAT	ALAND	AWATER	INTPTLAT	INTPTLON	Tract_Name	NAME	SOCIOECON	HSECOMP	MINLANG	HSETRANS	OVERALL
778	72	127	3502	72127003502	Census Tract 35.02	G5020	S	253170	16305	18.4300986	-66.0420637	Census Tract 35.02	San Juan	0.8212	0.5486	0.966	0.3608	0.8042
779	72	127	3700	72127003700	Census Tract 37	G5020	S	411677	44313	18.4332368	-66.051877	Census Tract 37	San Juan	0.9547	0.2341	0.8687	0.7477	0.8506
780	72	127	4200	72127004200	Census Tract 42	G5020	S	1764193	3407229	18.4527987	-66.101296	Census Tract 42	San Juan	0.6391	0.2748	0.4943	0.9457	0.6742
781	72	67	820400	72067820400	Census Tract 8204	G5020	S	1840943	0	18.1432683	-67.1361084	Census Tract 8204	Hormigueros	0.8812	0.595	0.7183	0.285	0.716
782	72	67	820300	72067820300	Census Tract 8203	G5020	S	15041824	291	18.122935	-67.1117901	Census Tract 8203	Hormigueros	0.25	0.6266	0.4717	0.6595	0.4977
783	72	67	820500	72067820500	Census Tract 8205	G5020	S	763350	0	18.1502101	-67.1449738	Census Tract 8205	Hormigueros	0.5056	0.6561	0.2658	0.5882	0.5033
784	72	67	820100	72067820100	Census Tract 8201	G5020	S	11738776	190	18.1468242	-67.1088644	Census Tract 8201	Hormigueros	0.8382	0.9332	0.7737	0.6425	0.9468
785	72	127	9111	72127009111	Census Tract 91.11	G5020	S	372748	0	18.396701	-66.0365733	Census Tract 91.11	San Juan	0.4253	0.3031	0.0825	0.6583	0.2398
786	72	127	9112	72127009112	Census Tract 91.12	G5020	S	554771	0	18.3849188	-66.0317982	Census Tract 91.12	San Juan	0.5475	0.3721	0.3416	0.6911	0.4717
787	72	127	9121	72127009121	Census Tract 91.21	G5020	S	1160500	0	18.3911285	-66.0375093	Census Tract 91.21	San Juan	0.1583	0.371	0.061	0.8495	0.2262
788	72	127	9123	72127009123	Census Tract 91.23	G5020	S	581828	0	18.3742878	-66.0374878	Census Tract 91.23	San Juan	0.0022	0.3653	0.0124	0.1323	0.0248
789	72	127	8603	72127008603	Census Tract 86.03	G5020	S	376507	0	18.3973406	-66.0656296	Census Tract 86.03	San Juan	0.0192	0.0542	0.0791	0.0101	0.0011
790	72	127	9300	72127009300	Census Tract 93	G5020	S	922164	0	18.3918319	-66.0462178	Census Tract 93	San Juan	0.8325	0.1809	0.8902	0.9615	0.8721
791	72	127	9602	72127009602	Census Tract 96.02	G5020	S	1282233	0	18.3749911	-66.0704357	Census Tract 96.02	San Juan	0.1346	0.1334	0.1821	0.9185	0.2024
792	72	127	8202	72127008202	Census Tract 82.02	G5020	S	789892	0	18.3875239	-66.0882608	Census Tract 82.02	San Juan	0.5622	0.1889	0.0441	0.5067	0.19
793	72	127	8300	72127008300	Census Tract 83	G5020	S	424762	0	18.3980779	-66.0883078	Census Tract 83	San Juan	0.2217	0.0984	0.2092	0.8416	0.2036
794	72	127	8400	72127008400	Census Tract 84	G5020	S	2027415	0	18.3925269	-66.0780876	Census Tract 84	San Juan	0.328	0.1968	0.2579	0.7352	0.2579
795	72	127	8500	72127008500	Census Tract 85	G5020	S	761105	0	18.4027285	-66.0741435	Census Tract 85	San Juan	0.1493	0.6029	0.0407	0.6572	0.233
796	72	127	8601	72127008601	Census Tract 86.01	G5020	S	749025	0	18.4023039	-66.0606215	Census Tract 86.01	San Juan	0.1402	0.1572	0.0656	0.4547	0.0644
797	72	127	8602	72127008602	Census Tract 86.02	G5020	S	1204753	3720	18.3953375	-66.0688602	Census Tract 86.02	San Juan	0.0701	0.3291	0.0158	0.6414	0.1142
798	72	127	9800	72127009800	Census Tract 98	G5020	S	2917842	0	18.3784128	-66.0802794	Census Tract 98	San Juan	0.0305	0.0441	0.0565	0.2579	0.018
799	72	127	9901	72127009901	Census Tract 99.01	G5020	S	1151368	0	18.3666818	-66.0878909	Census Tract 99.01	San Juan	0.1052	0.9128	0.1221	0.4671	0.2997
800	72	127	9903	72127009903	Census Tract 99.03	G5020	S	2339893	0	18.3538105	-66.0775422	Census Tract 99.03	San Juan	0.0395	0.285	0.1459	0.4739	0.0904
801	72	127	9904	72127009904	Census Tract 99.04	G5020	S	609949	0	18.3528135	-66.0682639	Census Tract 99.04	San Juan	0.0056	0.1515	0.0192	0.5011	0.0429
802	72	127	10001	72127010001	Census Tract 100.01	G5020	S	1682432	0	18.3693529	-66.0572227	Census Tract 100.01	San Juan	0.1323	0.1798	0.0226	0.4219	0.052
803	72	127	10002	72127010002	Census Tract 100.02	G5020	S	2248103	0	18.3532531	-66.0606045	Census Tract 100.02	San Juan	0.0033	0.0135	0.1481	0.3031	0.0226
804	72	127	700	72127000700	Census Tract 7	G5020	S	833610	722215	18.4653067	-66.0962	Census Tract 7	San Juan	0.638	0.1459	0.1018	0.9671	0.4151
805	72	127	600	72127000600	Census Tract 6	G5020	S	694427	1069889	18.4630413	-66.1129845	Census Tract 6	San Juan	0.6945	0.6402	0.0554	0.8834	0.6346
806	72	127	900	72127000900	Census Tract 9	G5020	S	514996	975406	18.4587832	-66.0763587	Census Tract 9	San Juan	0.0067	0.0576	0.0011	0.2692	0.009
807	72	27	320401	72027320401	Census Tract 3204.01	G5020	S	4115580	1986	18.4724853	-66.8386405	Census Tract 3204.01	Camuy	0.4649	0.0282	0.5305	0.0011	0.1063
808	72	55	961500	72055961500	Census Tract 9615	G5020	S	24698921	7594537	17.9562081	-66.9435169	Census Tract 9615	Guánica	0.7273	0.5316	0.5984	0.7013	0.7533
809	72	127	1000	72127001000	Census Tract 10	G5020	S	575681	613550	18.4559968	-66.0655222	Census Tract 10	San Juan	0.0678	0.026	0.0033	0.121	0.0045
810	72	127	1200	72127001200	Census Tract 12	G5020	S	665161	2158608	18.4646287	-66.0445899	Census Tract 12	San Juan	0.061	0.173	0.0022	0.8868	0.1334
811	72	127	1400	72127001400	Census Tract 14	G5020	S	156788	0	18.4491176	-66.0540872	Census Tract 14	San Juan	0.9977	0.5339	0.5531	0.7828	0.8744
812	72	127	1500	72127001500	Census Tract 15	G5020	S	264640	0	18.4498749	-66.0596712	Census Tract 15	San Juan	0.4128	0.1538	0.035	0.9162	0.2567
813	72	127	1800	72127001800	Census Tract 18	G5020	S	437019	0	18.4505976	-66.0716531	Census Tract 18	San Juan	0.2205	0.147	0.0248	0.7986	0.1595
814	72	127	1900	72127001900	Census Tract 19	G5020	S	499857	0	18.4545041	-66.0833461	Census Tract 19	San Juan	0.0531	0.0509	0.0113	0.4864	0.0361
815	72	127	2100	72127002100	Census Tract 21	G5020	S	492265	0	18.4492778	-66.0762067	Census Tract 21	San Juan	0.9389	0.0203	0.1233	0.7861	0.4253
816	72	27	320200	72027320200	Census Tract 3202	G5020	S	10718201	2572797	18.4802053	-66.8797457	Census Tract 3202	Camuy	0.1809	0.5022	0.3438	0.3042	0.1923
817	72	27	320600	72027320600	Census Tract 3206	G5020	S	25782210	18091	18.3764562	-66.8548462	Census Tract 3206	Camuy	0.9966	0.5599	0.699	0.4852	0.8246
818	72	5	401402	72005401402	Census Tract 4014.02	G5020	S	10629962	3958	18.4416201	-67.0960542	Census Tract 4014.02	Aguadilla	0.7194	0.3144	0.2635	0.2013	0.2466
819	72	3	430402	72003430402	Census Tract 4304.02	G5020	S	11907622	418	18.3442889	-67.1432451	Census Tract 4304.02	Aguada	0.6923	0.2533	0.3529	0.1651	0.2364
820	72	3	430501	72003430501	Census Tract 4305.01	G5020	S	11031226	0	18.3565654	-67.180686	Census Tract 4305.01	Aguada	0.3936	0.1312	0.0282	0.1266	0.0452
821	72	3	430502	72003430502	Census Tract 4305.02	G5020	S	10551428	1283	18.3311907	-67.1741726	Census Tract 4305.02	Aguada	0.8156	0.4954	0.2058	0.3914	0.4468
822	72	3	430401	72003430401	Census Tract 4304.01	G5020	S	6333923	0	18.360787	-67.1603511	Census Tract 4304.01	Aguada	0.6108	0.5735	0.2319	0.1357	0.276
823	72	65	310100	72065310100	Census Tract 3101	G5020	S	11396535	1783936	18.4798143	-66.7855878	Census Tract 3101	Hatillo	0.3054	0.3687	0.5588	0.1527	0.207
824	72	117	959600	72117959600	Census Tract 9596	G5020	S	15571428	1123279	18.3175438	-67.2224311	Census Tract 9596	Rincón	0.371	0.7352	0.1153	0.3303	0.2748
825	72	117	959400	72117959400	Census Tract 9594	G5020	S	17081063	1947495	18.3542867	-67.2360743	Census Tract 9594	Rincón	0.5746	0.5339	0.0339	0.8291	0.4807
826	72	99	420301	72099420301	Census Tract 4203.01	G5020	S	14522398	0	18.3869127	-67.0568141	Census Tract 4203.01	Moca	0.8947	0.3642	0.7556	0.5169	0.7375
827	72	99	420200	72099420200	Census Tract 4202	G5020	S	7722438	29438	18.3919466	-67.1145178	Census Tract 4202	Moca	0.6504	0.518	0.483	0.5871	0.6165
828	72	99	420500	72099420500	Census Tract 4205	G5020	S	33982663	23596	18.3506465	-67.1058942	Census Tract 4205	Moca	0.9943	0.2262	0.7613	0.3099	0.6459
829	72	99	420100	72099420100	Census Tract 4201	G5020	S	38303432	3440	18.4246132	-67.0771615	Census Tract 4201	Moca	0.914	0.8167	0.7545	0.9355	0.9807
830	72	99	420302	72099420302	Census Tract 4203.02	G5020	S	6312319	0	18.3921222	-67.0936207	Census Tract 4203.02	Moca	0.5995	0.2839	0.2861	0.5294	0.3416
831	72	5	401000	72005401000	Census Tract 4010	G5020	S	571222	485368	18.421362	-67.1564768	Census Tract 4010	Aguadilla	0.7952	0.6979	0.2952	0.897	0.7975
832	72	5	401100	72005401100	Census Tract 4011	G5020	S	1014808	61521	18.4153006	-67.1570983	Census Tract 4011	Aguadilla	0.8201	0.966	0.8246	0.5486	0.9423
833	72	127	4500	72127004500	Census Tract 45	G5020	S	227606	8511	18.429257	-66.0506505	Census Tract 45	San Juan	0.5045	0.1402	0.759	0.5339	0.466
834	72	127	5402	72127005402	Census Tract 54.02	G5020	S	155684	0	18.3951746	-66.0120185	Census Tract 54.02	San Juan	0.8665	0.5916	0.9762	0.776	0.9524
835	72	127	5403	72127005403	Census Tract 54.03	G5020	S	1891455	239	18.3872494	-66.0211193	Census Tract 54.03	San Juan	0.569	0.5045	0.1119	0.492	0.3348
836	72	127	7400	72127007400	Census Tract 74	G5020	S	325485	0	18.4117623	-66.0858901	Census Tract 74	San Juan	0.3201	0.2454	0.1504	0.1583	0.0735
837	72	127	1600	72127001600	Census Tract 16	G5020	S	344244	0	18.4473164	-66.0649001	Census Tract 16	San Juan	0.0214	0.0271	0.0214	0.8529	0.0882
838	72	127	10100	72127010100	Census Tract 101	G5020	S	8509923	269	18.3254198	-66.0650509	Census Tract 101	San Juan	0.2545	0.3235	0.0361	0.5113	0.1346
839	72	127	7700	72127007700	Census Tract 77	G5020	S	497865	0	18.4008876	-66.089964	Census Tract 77	San Juan	0.173	0.7929	0.3382	0.2816	0.2839
840	72	127	2002	72127002002	Census Tract 20.02	G5020	S	137039	0	18.4499103	-66.0804086	Census Tract 20.02	San Juan	0.3235	0.0113	0.0859	0.5701	0.0972
841	72	29	100800	72029100800	Census Tract 1008	G5020	S	12103045	0	18.2749858	-65.8604921	Census Tract 1008	Canóvanas	0.8766	0.1617	0.6199	0.0452	0.3472
842	72	29	100200	72029100200	Census Tract 1002	G5020	S	3151626	133371	18.3865999	-65.9015776	Census Tract 1002	Canóvanas	0.2997	0.5237	0.5644	0.759	0.5667
843	72	29	100700	72029100700	Census Tract 1007	G5020	S	19281508	0	18.2818311	-65.8928201	Census Tract 1007	Canóvanas	0.9185	0.2296	0.7975	0.38	0.6606
844	72	29	100502	72029100502	Census Tract 1005.02	G5020	S	729127	426	18.3711394	-65.9132695	Census Tract 1005.02	Canóvanas	0.3778	0.4898	0.5158	0.6776	0.5282
845	72	29	100101	72029100101	Census Tract 1001.01	G5020	S	4764510	0	18.3982022	-65.8807372	Census Tract 1001.01	Canóvanas	0.888	0.4276	0.7624	0.6255	0.8099
846	72	5	401301	72005401301	Census Tract 4013.01	G5020	S	2268687	0	18.4447801	-67.1315376	Census Tract 4013.01	Aguadilla	0.7873	0.8642	0.6312	0.7895	0.923
847	72	5	401200	72005401200	Census Tract 4012	G5020	S	17018636	48067	18.4133932	-67.137278	Census Tract 4012	Aguadilla	0.3959	0.647	0.1696	0.0328	0.173
848	72	127	1302	72127001302	Census Tract 13.02	G5020	S	270765	0	18.448335	-66.0414581	Census Tract 13.02	San Juan	0.9298	0.5565	0.9343	0.8653	0.966
849	72	127	1301	72127001301	Census Tract 13.01	G5020	S	195573	0	18.4483145	-66.0485357	Census Tract 13.01	San Juan	0.9264	0.8744	0.9819	0.6368	0.9796
850	72	127	980200	72127980200	Census Tract 9802	G5020	S	229044	1349285	18.4698195	-66.122333	Census Tract 9802	San Juan	0.9886	1	0.5837	0.0769	0.785
851	72	29	100400	72029100400	Census Tract 1004	G5020	S	3744554	99986	18.3917866	-65.9185422	Census Tract 1004	Canóvanas	0.5214	0.2658	0.7398	0.1821	0.3518
852	72	127	980000	72127980000	Census Tract 9800	G5020	S	1244366	16304	18.396795	-66.0604509	Census Tract 9800	San Juan	0.4762	0	0.216	0.4796	0.1527
853	72	117	959500	72117959500	Census Tract 9595	G5020	S	4352969	523959	18.3417873	-67.241561	Census Tract 9595	Rincón	0.5384	0.6085	0.0497	0.7929	0.4875
854	72	127	7100	72127007100	Census Tract 71	G5020	S	625571	0	18.4154534	-66.0933408	Census Tract 71	San Juan	0.1708	0.1787	0.3461	0.0916	0.0576
855	72	127	7300	72127007300	Census Tract 73	G5020	S	1158018	0	18.407855	-66.0928403	Census Tract 73	San Juan	0.0429	0.3834	0.0757	0.3925	0.0803
856	72	127	7500	72127007500	Census Tract 75	G5020	S	565112	0	18.4075625	-66.0837582	Census Tract 75	San Juan	0.2771	0.2013	0.6923	0.4309	0.2929
857	72	127	7600	72127007600	Census Tract 76	G5020	S	436191	0	18.4035141	-66.0795252	Census Tract 76	San Juan	0.1764	0.1945	0.4751	0.4162	0.1787
858	72	127	7800	72127007800	Census Tract 78	G5020	S	983720	0	18.3934046	-66.0972101	Census Tract 78	San Juan	0.2307	0.6651	0.1628	0.8608	0.449
859	72	127	7900	72127007900	Census Tract 79	G5020	S	1105793	0	18.3961028	-66.1041689	Census Tract 79	San Juan	0.0248	0.2952	0.0429	0.199	0.0294
860	72	127	8001	72127008001	Census Tract 80.01	G5020	S	720835	0	18.3858241	-66.1013669	Census Tract 80.01	San Juan	0.2986	0.6414	0.242	0.8947	0.5339
861	72	127	8100	72127008100	Census Tract 81	G5020	S	727601	0	18.3811618	-66.0920531	Census Tract 81	San Juan	0.0169	0.1414	0.2352	0.1742	0.0316
862	72	5	400100	72005400100	Census Tract 4001	G5020	S	7870464	444514	18.4986821	-67.1018932	Census Tract 4001	Aguadilla	0.811	0.8416	0.3235	0.578	0.7477
863	72	5	400300	72005400300	Census Tract 4003	G5020	S	10331559	1455277	18.4982517	-67.129933	Census Tract 4003	Aguadilla	0.1006	0.1696	0.0079	0.7058	0.095
864	72	5	401302	72005401302	Census Tract 4013.02	G5020	S	18117240	56820	18.471543	-67.1009207	Census Tract 4013.02	Aguadilla	0.7545	0.1583	0.2409	0.0169	0.1504
865	72	5	400400	72005400400	Census Tract 4004	G5020	S	6476603	2717115	18.4780058	-67.1603872	Census Tract 4004	Aguadilla	0.871	0.5882	0.1527	0.8144	0.7024
866	72	5	400600	72005400600	Census Tract 4006	G5020	S	1115791	876	18.450109	-67.1490289	Census Tract 4006	Aguadilla	0.9615	0.9954	0.6006	0.8721	0.983
867	72	5	400700	72005400700	Census Tract 4007	G5020	S	2134117	486760	18.4518964	-67.1585858	Census Tract 4007	Aguadilla	0.6029	0.7952	0.1108	0.1809	0.3393
868	72	5	400800	72005400800	Census Tract 4008	G5020	S	378847	473405	18.4365406	-67.1556701	Census Tract 4008	Aguadilla	0.9072	0.6809	0.3314	0.8936	0.8529
869	72	5	400900	72005400900	Census Tract 4009	G5020	S	1121486	0	18.4371453	-67.1508746	Census Tract 4009	Aguadilla	0.8099	0.9592	0.7432	0.4038	0.8857
870	72	127	8900	72127008900	Census Tract 89	G5020	S	547379	0	18.399142	-66.0475039	Census Tract 89	San Juan	0.9864	0.1674	0.6798	0.7658	0.7647
871	72	127	9000	72127009000	Census Tract 90	G5020	S	358846	0	18.4005238	-66.038421	Census Tract 90	San Juan	0.7816	0.785	0.6085	0.9479	0.9343
872	72	127	10032	72127010032	Census Tract 100.32	G5020	S	1199827	0	18.3591089	-66.0473907	Census Tract 100.32	San Juan	0.3156	0.9773	0.3506	0.88	0.733
873	72	21	31305	72021031305	Census Tract 313.05	G5020	S	916946	0	18.3600799	-66.1725321	Census Tract 313.05	Bayamón	0.0814	0.8891	0.5011	0.1289	0.2918
874	72	97	81800	72097081800	Census Tract 818	G5020	S	16757647	1110	18.2007826	-67.0985585	Census Tract 818	Mayagüez	0.8246	0.8427	0.4242	0.8178	0.8834
875	72	97	81602	72097081602	Census Tract 816.02	G5020	S	15288582	789	18.2184779	-67.0759897	Census Tract 816.02	Mayagüez	0.6402	0.4004	0.7432	0.2884	0.5305
876	72	97	81700	72097081700	Census Tract 817	G5020	S	4935829	3160	18.216742	-67.130052	Census Tract 817	Mayagüez	0.7884	0.5192	0.0599	0.6674	0.5147
877	72	97	81900	72097081900	Census Tract 819	G5020	S	29336031	3042	18.1867721	-67.0611607	Census Tract 819	Mayagüez	0.9909	0.5282	0.7138	0.0192	0.621
878	72	97	82022	72097082022	Census Tract 820.22	G5020	S	6117520	0	18.1815277	-67.120998	Census Tract 820.22	Mayagüez	0.6255	0.5113	0.5848	0.6346	0.6753
879	72	121	960700	72121960700	Census Tract 9607	G5020	S	19573648	14848	18.057152	-66.9657329	Census Tract 9607	Sabana Grande	0.6957	0.7511	0.7658	0.716	0.8902
880	72	121	960400	72121960400	Census Tract 9604	G5020	S	1456150	0	18.0829124	-66.9688341	Census Tract 9604	Sabana Grande	0.2341	0.7997	0.4728	0.0079	0.2556
881	72	121	960800	72121960800	Census Tract 9608	G5020	S	14716851	8826	18.0419416	-66.9151038	Census Tract 9608	Sabana Grande	0.7251	0.3812	0.3167	0.4287	0.414
882	72	121	960300	72121960300	Census Tract 9603	G5020	S	55758075	1250	18.104259	-66.9486408	Census Tract 9603	Sabana Grande	0.2477	0.6662	0.5147	0.4988	0.4547
883	72	127	3501	72127003501	Census Tract 35.01	G5020	S	667572	348723	18.4325082	-66.03721	Census Tract 35.01	San Juan	0.9649	0.5644	0.9095	0.7601	0.9502
884	72	5	400501	72005400501	Census Tract 4005.01	G5020	S	3753780	10558	18.4682478	-67.1290395	Census Tract 4005.01	Aguadilla	0.5701	0.8959	0.1549	0.1674	0.3834
885	72	21	31124	72021031124	Census Tract 311.24	G5020	S	639565	0	18.383056	-66.1942523	Census Tract 311.24	Bayamón	0.5825	0.9671	0.5463	0.8122	0.8823
886	72	127	3902	72127003902	Census Tract 39.02	G5020	S	1177331	82193	18.436807	-66.0657496	Census Tract 39.02	San Juan	0.7522	0.5271	0.4547	0.6425	0.6809
887	72	31	50110	72031050110	Census Tract 501.10	G5020	S	702314	7324	18.4301519	-66.0072695	Census Tract 501.10	Carolina	0.2533	0.1153	0.0542	0.2183	0.0384
888	72	119	992700	72119992700	Census Tract 9927	G5020	S	0	68606969	18.4396699	-65.7704573							
889	72	127	980101	72127980101	Census Tract 9801.01	G5020	S	451473	279	18.4158775	-66.0735468							
890	72	127	980102	72127980102	Census Tract 9801.02	G5020	S	292357	452	18.4096828	-66.0731178							
891	72	127	980300	72127980300	Census Tract 9803	G5020	S	242257	165506	18.442851	-66.0811264							
892	72	97	990000	72097990000	Census Tract 9900	G5020	S	0	477850487	18.1641255	-67.8933331							
893	72	33	980001	72033980001	Census Tract 9800.01	G5020	S	560770	0	18.4574989	-66.1419957							
894	72	33	980006	72033980006	Census Tract 9800.06	G5020	S	693554	26849	18.4399879	-66.1354998							
895	72	127	980108	72127980108	Census Tract 9801.08	G5020	S	747136	0	18.456921	-66.0996609							
896	72	33	980007	72033980007	Census Tract 9800.07	G5020	S	871071	10564	18.4308014	-66.1304108							
897	72	113	73008	72113073008	Census Tract 730.08	G5020	S	4837151	0	17.9820125	-66.6813948							
898	72	137	990000	72137990000	Census Tract 9900	G5020	S	0	42219346	18.4933381	-66.1599946							
899	72	49	990501	72049990501	Census Tract 9905.01	G5020	S	0	360146182	18.37261	-65.3604493							
900	72	31	990000	72031990000	Census Tract 9900	G5020	S	0	32216647	18.4803228	-66.0136599							
901	72	127	980105	72127980105	Census Tract 9801.05	G5020	S	262035	479136	18.4667595	-66.0883916							
902	72	33	980008	72033980008	Census Tract 9800.08	G5020	S	143259	474682	18.4546277	-66.13282							
903	72	33	980004	72033980004	Census Tract 9800.04	G5020	S	262920	0	18.4423992	-66.1528002							
904	72	89	990001	72089990001	Census Tract 9900.01	G5020	S	0	49198879	18.4037293	-65.6947688							
905	72	33	980005	72033980005	Census Tract 9800.05	G5020	S	1408530	93680	18.4446135	-66.148819							
906	72	33	980002	72033980002	Census Tract 9800.02	G5020	S	1083063	406029	18.4295228	-66.1566333							
907	72	127	980104	72127980104	Census Tract 9801.04	G5020	S	1590161	2320987	18.4344099	-66.0954071							
908	72	37	990000	72037990000	Census Tract 9900	G5020	S	0	319241481	18.2737491	-65.5308947							
909	72	23	990000	72023990000	Census Tract 9900	G5020	S	0	243117159	18.0089818	-67.2099126							
910	72	33	990201	72033990201	Census Tract 9902.01	G5020	S	0	4091748	18.4524908	-66.1247396							
911	72	111	990000	72111990000	Census Tract 9900	G5020	S	0	48601438	17.9480718	-66.7410776							
912	72	37	160100	72037160100	Census Tract 1601	G5020	S	31232980	16925265	18.2388281	-65.6268359							
913	72	127	980107	72127980107	Census Tract 9801.07	G5020	S	107351	223671	18.4674731	-66.1101998							
